Hugo_Symbol	Entrez_Gene_Id	TCGA-38-4628-11	TCGA-38-4629-11	TCGA-38-4630-11	TCGA-44-3918-11	TCGA-44-3919-11	TCGA-44-4112-11	TCGA-49-4486-11	TCGA-49-4494-11	TCGA-49-4501-11	TCGA-49-4505-11	TCGA-49-4506-11	TCGA-49-4507-11	TCGA-49-4510-11	TCGA-55-1592-11	TCGA-55-1594-11	TCGA-55-1595-11	TCGA-55-1596-11	TCGA-73-4659-11	TCGA-73-4662-11	TCGA-73-4666-11	TCGA-73-4668-11	TCGA-73-4670-11	TCGA-73-4675-11	TCGA-73-4677-11
SLC25A35	399512	0.771680289	0.777005768	0.745542239	0.757082686	0.747743401	0.740220368	0.78670791	0.751094864	0.733755815	0.757861377	0.744426551	0.750884221	0.777119864	0.740662814	0.706666856	0.710755197	0.727469016	0.767518256	0.784862534	0.774972613	0.751883242	0.792311029	0.725984311	0.769055562
IRAK3	11213	0.117404983	0.16575943	0.096740936	0.139155774	0.181314915	0.179790815	0.148802282	0.070111002	0.124812427	0.128624071	0.091917528	0.155509466	0.205578705	0.185267433	0.116392847	0.105475977	0.237826901	0.082189796	0.076706494	0.118375074	0.168202733	0.098709521	0.127801142	0.098997467
DNASE2	1777	0.030142584	0.039952629	0.030744889	0.027447228	0.029980945	0.028671767	0.030297087	0.02679356	0.030562209	0.028690905	0.032501264	0.028043169	0.02824489	0.024194345	0.024508891	0.026421622	0.02630502	0.028480166	0.023621408	0.032751519	0.024193978	0.026966923	0.024836353	0.027488494
TNKS	8658	0.047986999	0.04577343	0.039651331	0.047512206	0.050900219	0.039632612	0.057235104	0.04055771	0.037040338	0.042017716	0.041317729	0.044593583	0.041585654	0.042560449	0.044399238	0.033792897	0.037109091	0.038184146	0.044243559	0.033915788	0.05196031	0.040727814	0.034732541	0.038026525
C9orf95	54981	0.151655721	0.094676754	0.117515147	0.080682363	0.082161617	0.088299546	0.097492715	0.047035286	0.077924919	0.091068248	0.095822501	0.088958189	0.093234384	0.078725298	0.109473868	0.078386716	0.08397427	0.103059177	0.08285634	0.106151356	0.118097498	0.074519092	0.093593268	0.103322499
HCP5	10866	0.092613925	0.098843985	0.068300431	0.104919111	0.087974347	0.096256525	0.084065155	0.076800341	0.102667875	0.083036369	0.131319839	0.091690592	0.07651575	0.055310038	0.096274806	0.081830896	0.055429934	0.086513904	0.084759619	0.088058514	0.091354768	0.06259824	0.054738948	0.065683652
IL27RA	9466	0.041483066	0.068063209	0.142809254	0.043904745	0.042506187	0.056204143	0.050583648	0.052865189	0.053580346	0.049388855	0.054200514	0.060834873	0.060361358	0.033927678	0.038754665	0.034626482	0.056513024	0.064987192	0.039008601	0.052595821	0.03918104	0.049355755	0.046348422	0.261193197
EVI5L	115704	0.045683762	0.063471375	0.04884904	0.049766364	0.043598815	0.045585211	0.046005767	0.048614949	0.057056108	0.059427204	0.057770215	0.04858059	0.043117306	0.03697377	0.042356124	0.04986125	0.050556847	0.036114635	0.033900347	0.05196422	0.057417215	0.041047856	0.050523031	0.043949065
NUP35	129401	0.022021581	0.020216638	0.012372719	0.019066413	0.024149613	0.013792064	0.011610571	0.011387106	0.014329353	0.01377636	0.015873785	0.014098756	0.012376723	0.013473755	0.012491376	0.010882404	0.013289673	0.013955898	0.011948852	0.016441962	0.01335096	0.017152539	0.01415242	0.013623418
C2CD2	25966	0.287289956	0.290232536	0.295397988	0.229469358	0.291813043	0.258784644	0.258123896	0.252077538	0.196751678	0.270183568	0.215887782	0.334139455	0.241389914	0.239088249	0.222111044	0.202178891	0.223663297	0.201469302	0.267027424	0.28522451	0.344898716	0.243786375	0.270235146	0.204604545
C17orf62	79415	0.653434998	0.643333991	0.681900576	0.722794571	0.722514101	0.651126453	0.679196098	0.679510455	0.801457057	0.724809154	0.756506647	0.623298476	0.740454957	0.658526728	0.752043254	0.691076339	0.752254577	0.731299166	0.668861486	0.718294491	0.633596833	0.64562401	0.645032122	0.765865963
CXCL11	6373	0.897539601	0.901429376	0.907022505	0.859881672	0.910480611	0.884119749	0.916771872	0.925887978	0.935527992	0.928630257	0.906906709	0.934621391	0.916291088	0.866511861	0.889068413	0.84762358	0.869817052	0.92678447	0.94153192	0.909735432	0.905594912	0.916809689	0.92322122	0.914700659
HADHB	3032	0.113568181	0.169683185	0.109966824	0.173729504	0.145881843	0.118503838	0.156157058	0.101195564	0.141390962	0.103427886	0.139436792	0.142410839	0.095572583	0.096269635	0.148021097	0.116636379	0.094265649	0.111050839	0.104490442	0.146622365	0.134132142	0.099691719	0.117824042	0.133137769
ARF4	378	0.094587412	0.101896821	0.108732205	0.079775578	0.079759084	0.06233316	0.10086034	0.053294205	0.096923639	0.100692443	0.14407403	0.100193312	0.129144259	0.081814878	0.108911277	0.073978833	0.080258498	0.092186377	0.085340272	0.137783512	0.099092636	0.09349703	0.088627657	0.12477536
C17orf57	124989	0.146585222	0.105937882	0.153113614	0.126144809	0.092339481	0.272357897	0.095792142	0.090698129	0.372386291	0.120274779	0.18576166	0.173069177	0.115328578	0.07682689	0.120312582	0.074740992	0.070440268	0.134039293	0.086633111	0.06552291	0.085532567	0.143474348	0.140057237	0.063105458
SFRS18	25957	0.912415795	0.89842202	0.907442168	0.879300031	0.878981676	0.865602108	0.877998096	0.905149401	0.834407351	0.889599418	0.876622895	0.856740615	0.88935429	0.899412611	0.918506411	0.907717591	0.893216211	0.875037763	0.878113036	0.901073198	0.875130295	0.892653019	0.89259231	0.916828105
ZSWIM3	140831	0.0329131	0.044287409	0.03401218	0.043463046	0.036924308	0.045845876	0.044918481	0.035138181	0.064151881	0.033197495	0.038339512	0.031772704	0.029734359	0.035353574	0.040065445	0.03301619	0.02659915	0.034630462	0.059307812	0.045726283	0.035211348	0.030399961	0.033296385	0.028345667
ALMS1P	200420	0.117598557	0.11432489	0.152582636	0.15862677	0.1023547	0.150528266	0.125938029	0.13823125	0.119887928	0.147862341	0.135665806	0.138096263	0.113626794	0.119372505	0.107545418	0.109147153	0.100211756	0.112189193	0.133863343	0.155708562	0.153506201	0.185788966	0.216184557	0.135543968
TDO2	6999	0.838722589	0.910571487	0.865116743	0.828668055	0.864867931	0.807464628	0.861495466	0.882548347	0.875661836	0.776220336	0.854724454	0.843236403	0.828193026	0.843268164	0.767521163	0.838868818	0.838605898	0.861998876	0.851665633	0.8742329	0.884264448	0.828142643	0.846474693	0.864079691
PHACTR4	65979	0.101662584	0.096936503	0.082647382	0.106491377	0.07715833	0.089528624	0.104208922	0.064720409	0.061916094	0.078662123	0.088233259	0.096560883	0.061950009	0.079038497	0.082481856	0.070666017	0.088666626	0.060155217	0.061753983	0.086821568	0.088764309	0.077836583	0.081038348	0.074145408
CCL7	6354	0.948640882	0.926213795	0.944772705	0.95119745	0.960887357	0.935218773	0.95412637	0.940770217	0.943227692	0.938187806	0.938087884	0.952411978	0.955059799	0.943413407	0.910019442	0.926396242	0.947850958	0.938541565	0.947594523	0.945792312	0.933186763	0.947663018	0.958325933	0.967550925
ABHD8	79575	0.25171934	0.286341019	0.249425272	0.269834985	0.276895103	0.270615954	0.25502496	0.229920606	0.251750952	0.2316807	0.208496235	0.250099075	0.232134774	0.291643626	0.164162932	0.206015642	0.231667672	0.204089453	0.224955693	0.257346168	0.253547515	0.248656582	0.187803027	0.259960645
SENP6	26054	0.059517446	0.07090843	0.068539243	0.056553785	0.083224906	0.069535866	0.06757515	0.059224792	0.060979208	0.062330994	0.08683446	0.075115502	0.069856572	0.061036068	0.081325759	0.077216319	0.091070449	0.062183702	0.074617298	0.066943918	0.063707881	0.071422908	0.065428145	0.068770631
DHFR	1719	0.87100495	0.791944742	0.809973941	0.835844134	0.797898977	0.834329303	0.812093605	0.836198595	0.861587637	0.824926669	0.783449613	0.828775172	0.850651392	0.757890849	0.837682261	0.801288903	0.824341767	0.837884504	0.863118018	0.877427363	0.816062569	0.814205757	0.899765575	0.815527044
EHD3	30845	0.55091069	0.541874484	0.457549136	0.511779797	0.500562753	0.501253693	0.531270981	0.370650909	0.409074715	0.430416032	0.489578144	0.496315011	0.454773826	0.496574347	0.437257701	0.484383079	0.472962375	0.480721851	0.444154648	0.473829643	0.51387698	0.440670567	0.472573063	0.412701667
HYMAI	57061	0.754818829	0.701660764	0.696924756	0.683973051	0.745485723	0.742591824	0.730455928	0.71289262	0.683869156	0.736547956	0.724919126	0.688851008	0.717681672	0.709744258	0.710935835	0.680997021	0.681885392	0.690666967	0.646717222	0.704147465	0.733898925	0.725019335	0.686840971	0.767891542
C15orf48	84419	0.110419091	0.129292382	0.086377612	0.125060803	0.084434449	0.121885992	0.094507445	0.092756054	0.143198883	0.086732238	0.074350088	0.158067457	0.070713866	0.14993492	0.094044359	0.066721452	0.228617054	0.120392604	0.083312128	0.081942015	0.147223728	0.110465149	0.06541463	0.07807389
BCAM	4059	0.12959161	0.127660842	0.109745308	0.107266838	0.121028718	0.143532933	0.115260485	0.106714555	0.068203595	0.120826609	0.089708732	0.125389934	0.07835957	0.123592956	0.081400396	0.092576942	0.081857583	0.081759245	0.120140979	0.106743192	0.135462959	0.12542954	0.111868574	0.097731268
TPSB2	64499	0.752389048	0.722244276	0.748536523	0.726416338	0.721987308	0.724216024	0.732828246	0.730444922	0.741068848	0.72140815	0.730416101	0.78503098	0.775332686	0.681039232	0.72256865	0.724204238	0.73522428	0.756769509	0.788228457	0.699761138	0.771699305	0.750701393	0.806548396	0.759993924
TIGD2	166815	0.70707896	0.748177692	0.705472767	0.789428665	0.785744408	0.805239027	0.820736807	0.741701706	0.58213676	0.794546719	0.764418426	0.760243139	0.733903698	0.683349296	0.702701144	0.626467702	0.683336387	0.745543264	0.674683254	0.719491829	0.822616851	0.756426169	0.796320679	0.699000085
CAMK2N1	55450	0.152695513	0.187420416	0.171296498	0.19951978	0.174352035	0.226352846	0.205712228	0.146930756	0.162268167	0.159986327	0.124433312	0.153803954	0.149156308	0.197502616	0.153608266	0.145718191	0.138788231	0.188688584	0.156767127	0.214382249	0.283841237	0.149425347	0.181800085	0.197140948
CCL19	6363	0.755665432	0.705739751	0.692087731	0.750879519	0.730824966	0.699219584	0.714068687	0.764914648	0.75174781	0.683512705	0.69800203	0.677416302	0.774097403	0.763186466	0.724620408	0.646956577	0.779005842	0.732176799	0.710286534	0.758492293	0.710750988	0.740810633	0.765259796	0.739190934
CST1	1469	0.96681216	0.959408527	0.966670787	0.953842076	0.949089409	0.929592243	0.952743441	0.972865682	0.97089046	0.959363156	0.934821012	0.974415594	0.96487106	0.921576178	0.930621014	0.934174891	0.969032138	0.956234363	0.973904056	0.963576411	0.953494849	0.947251838	0.971583474	0.955110547
NUMBL	9253	0.753759895	0.774503027	0.681462858	0.737714741	0.706159113	0.709215787	0.716190089	0.685129193	0.758170668	0.623653658	0.64901831	0.726131714	0.675692856	0.763999374	0.684752707	0.636928126	0.726675233	0.699307731	0.758933362	0.746376024	0.729307288	0.741274214	0.806177826	0.726739239
FOXD4L1	200350	0.643722569	0.605571829	0.650653116	0.642020205	0.598483122	0.609327711	0.582721115	0.590391214	0.588673963	0.599276561	0.658551516	0.661407344	0.626058735	0.56939281	0.563069851	0.592486849	0.642248584	0.627543901	0.618091121	0.654148438	0.713158461	0.643863969	0.60203361	0.604327378
CTLA4	1493	0.840118359	0.834739907	0.860026596	0.824623404	0.873520253	0.819515163	0.8422568	0.870893294	0.919171307	0.837322494	0.858755409	0.858704906	0.900855893	0.806638199	0.884052998	0.834190678	0.909949343	0.911634565	0.849929291	0.880269567	0.841705692	0.843586386	0.9016705	0.887230224
ILDR1	286676	0.206667769	0.237467115	0.247875509	0.275389132	0.184128954	0.304936364	0.268032581	0.338229081	0.185691009	0.245188406	0.192874545	0.328200042	0.164281164	0.259379625	0.199284426	0.211127295	0.282122317	0.20980726	0.25426531	0.242202478	0.280608762	0.218908351	0.209416945	0.221033878
IDO1	3620	0.822222675	0.616432102	0.849676482	0.832880912	0.778438598	0.756723176	0.830247572	0.806468831	0.809178159	0.721177348	0.718378441	0.734414945	0.841327875	0.73652072	0.723357896	0.756247424	0.85537125	0.78288851	0.805893843	0.770317311	0.76359574	0.84301898	0.843491975	0.775272061
CASP4	837	0.055050601	0.049997842	0.043741569	0.048886477	0.046052416	0.039123028	0.045261081	0.036409132	0.049366978	0.048795	0.059089501	0.047163636	0.044191253	0.047801978	0.058420613	0.051604619	0.048730778	0.048157689	0.03909284	0.047170568	0.049497411	0.0442587	0.041555426	0.041863576
UHRF2	115426	0.014061806	0.014953719	0.015066378	0.015123322	0.018802399	0.015294484	0.013212009	0.012819738	0.015006325	0.015617026	0.014438605	0.013457645	0.014985285	0.015136162	0.022273908	0.015145199	0.019836882	0.014311418	0.013139242	0.016656703	0.016246854	0.014778458	0.012331361	0.014900794
SFRS2	6427	0.053089157	0.052396691	0.050818201	0.045448779	0.057833511	0.051281572	0.049149011	0.042491423	0.055805038	0.05098087	0.045276725	0.045552126	0.073000364	0.028398571	0.033627733	0.025627532	0.032870613	0.048365743	0.050694889	0.036863022	0.042491077	0.061261568	0.061357515	0.063284816
HEXB	3074	0.02136314	0.021846327	0.018949567	0.023301272	0.021737235	0.019245082	0.022388539	0.016761385	0.021470892	0.017193797	0.021349773	0.01649426	0.016496298	0.02236261	0.021415558	0.028487462	0.026047389	0.017153867	0.017470206	0.018406365	0.020027504	0.019031434	0.017974733	0.020825485
C10orf119	79892	0.037408312	0.041025032	0.029177471	0.026066531	0.026797856	0.034035842	0.038413563	0.029573389	0.039880027	0.036154227	0.039793616	0.030555427	0.032706683	0.028298944	0.034390584	0.028554916	0.037502028	0.029699698	0.028278631	0.044623927	0.03281414	0.037593273	0.033202172	0.032707315
ACHE	43	0.01817108	0.018758991	0.013119621	0.013157655	0.013514097	0.017146127	0.013658569	0.011560887	0.014868614	0.012376094	0.015787302	0.011994524	0.011073994	0.014193308	0.014087603	0.014270238	0.016307456	0.01233777	0.013141046	0.014445907	0.012796623	0.015080953	0.010429682	0.013545456
CTSS	1520	0.138291415	0.189672397	0.18716342	0.193651777	0.170096706	0.122791488	0.212214868	0.140074153	0.199827941	0.175828667	0.21106371	0.188895342	0.134671205	0.113953409	0.161674156	0.111224066	0.169957398	0.138069909	0.15630703	0.164978597	0.197036393	0.120784742	0.182396132	0.126161847
OXCT1	5019	0.01741879	0.026286216	0.014282918	0.016294352	0.080709336	0.036704898	0.012457013	0.011695628	0.013032243	0.013798299	0.033291109	0.019410953	0.014984635	0.017971679	0.015899751	0.017861207	0.02291564	0.01201113	0.022969568	0.032468455	0.05116028	0.015727461	0.014795623	0.014029267
C7orf51	222950	0.932716837	0.937053905	0.90672045	0.91336883	0.923682789	0.917749164	0.931300844	0.921389042	0.923607709	0.910715489	0.854394945	0.932703124	0.938388461	0.922914314	0.883631675	0.829009002	0.92206338	0.940220197	0.927339736	0.924532334	0.918164302	0.917296657	0.94684626	0.934981613
TM7SF4	81501	0.919264621	0.908717437	0.929797849	0.904971896	0.909180288	0.916969527	0.916504481	0.928493415	0.930196508	0.929264245	0.912056049	0.900929126	0.929644558	0.91774126	0.893194576	0.916461545	0.924013393	0.908018489	0.918739908	0.908518122	0.911930179	0.929234867	0.854941192	0.919290567
RAB11B	9230	0.090630145	0.092921359	0.077509529	0.076899855	0.082412181	0.086599153	0.097416458	0.123533039	0.105759882	0.104078964	0.087057557	0.070224689	0.07837939	0.066959548	0.06021799	0.125131824	0.088511346	0.079939701	0.057153755	0.086851942	0.108630241	0.065411412	0.072811039	0.060051201
DCUN1D1	54165	0.027587776	0.027777318	0.029571524	0.02377049	0.028381713	0.030098344	0.030609448	0.027948045	0.033082074	0.02446111	0.027170143	0.029103326	0.022318795	0.027314885	0.026506605	0.028479912	0.029554074	0.02782071	0.025760206	0.034277936	0.026090201	0.028016795	0.029238586	0.022739235
TNS4	84951	0.868402741	0.881874921	0.87642406	0.880452898	0.82849494	0.811550468	0.885486406	0.865255357	0.89899006	0.812351938	0.713730538	0.885156585	0.867937561	0.854482798	0.856954324	0.726851998	0.854764551	0.88615729	0.870124934	0.876847984	0.849926125	0.856989211	0.887410759	0.890584123
LRP3	4037	0.289640803	0.396009168	0.346216726	0.326357178	0.376303546	0.437868568	0.378594875	0.338020004	0.286681137	0.328363025	0.348597798	0.397041716	0.286313007	0.354213255	0.298604876	0.301097688	0.299969382	0.287060234	0.328589271	0.331704321	0.390287899	0.302853817	0.305672423	0.31402747
IL28RA	163702	0.245381716	0.243501421	0.218074818	0.208357912	0.1989883	0.248981662	0.213020478	0.243283486	0.200981681	0.183443444	0.16203978	0.21526167	0.208479681	0.212898455	0.169209824	0.22426909	0.2255405	0.23699193	0.243931121	0.172866775	0.20018727	0.202555022	0.171651351	0.182667387
TBC1D17	79735	0.550914342	0.590230858	0.559616044	0.544448071	0.55900193	0.548436154	0.569996595	0.576271782	0.547818009	0.491823135	0.527492815	0.590992739	0.513651563	0.535858497	0.514305727	0.523885556	0.517570567	0.54536218	0.588449451	0.55771239	0.547250477	0.580424932	0.53771845	0.53852468
MPST	4357	0.466626652	0.482385706	0.430536245	0.388736921	0.446544705	0.498068799	0.42565971	0.463368205	0.316342278	0.396992427	0.345551822	0.434778653	0.289656321	0.422722233	0.349431037	0.304569935	0.367181072	0.433565065	0.42312681	0.394595619	0.418451184	0.395125052	0.399288881	0.383313578
CLIC5	53405	0.082094446	0.144307953	0.078399996	0.075775527	0.079918617	0.091141267	0.078926156	0.084229598	0.073098949	0.081547781	0.073889548	0.080511245	0.069078592	0.051589449	0.066743938	0.054651198	0.048977467	0.085984966	0.083056865	0.102748214	0.090460166	0.067894831	0.087326214	0.088020657
CLEC2B	9976	0.289268294	0.175944943	0.198221227	0.28091951	0.263750313	0.238934415	0.248580598	0.174416863	0.185355654	0.214893267	0.241205338	0.263237346	0.231840276	0.190240063	0.166632087	0.182334095	0.151373243	0.249597878	0.182587004	0.230961931	0.260947581	0.212972962	0.287576091	0.132695745
GZMB	3002	0.858821474	0.818907562	0.909647949	0.873030192	0.878817548	0.863089482	0.856813381	0.84711655	0.897310969	0.834838767	0.853303623	0.863716809	0.864599519	0.785389435	0.838922339	0.854897689	0.82258884	0.873155359	0.857716351	0.859119767	0.83206476	0.846995253	0.870809673	0.825459842
PIK3CG	5294	0.3037317	0.287474085	0.329488271	0.483221281	0.402304853	0.348054004	0.336222108	0.282335852	0.318637022	0.43781083	0.461644643	0.332697427	0.435084933	0.307294852	0.444810117	0.320582628	0.350552715	0.453802463	0.267144851	0.357811187	0.316635199	0.378837713	0.37089953	0.301383938
TUBA3E	112714	0.975605469	0.980262784	0.980704033	0.99069678	0.980511632	0.98238733	0.980725564	0.987057234	0.984012785	0.982189136	0.979068391	0.975229224	0.98179582	0.984928862	0.975581271	0.985104421	0.978267176	0.981004068	0.980566084	0.980234997	0.973068145	0.979433797	0.983530908	0.982651562
SLC35E3	55508	0.090302409	0.10031851	0.08958328	0.063421258	0.070179025	0.065472574	0.061164714	0.053924219	0.056012225	0.0663989	0.067005667	0.104663448	0.087289075	0.06329503	0.059617246	0.066579038	0.072156116	0.079523324	0.05169865	0.081545607	0.063634248	0.085581825	0.059024343	0.089279108
HSD17B13	345275	0.569977761	0.53393836	0.547576899	0.538667738	0.55784768	0.532480402	0.510962205	0.556279708	0.508383092	0.440140217	0.423785815	0.562995544	0.509635924	0.563340478	0.54569853	0.509891859	0.559775309	0.49654197	0.594933982	0.536934626	0.549611063	0.503370124	0.504188098	0.548946767
FBXO17	115290	0.408792275	0.399050691	0.430593278	0.430221565	0.423306505	0.464773869	0.449195786	0.327901549	0.308482904	0.341064093	0.340831418	0.446012678	0.356307277	0.424769089	0.349493552	0.265371855	0.342357563	0.33964993	0.422443694	0.41663445	0.418544927	0.404686983	0.442190514	0.334390504
S100A5	6276	0.511008608	0.547136427	0.504930279	0.508468674	0.621323044	0.470748948	0.533475001	0.568667826	0.531856049	0.468827746	0.388517395	0.465499677	0.447262936	0.58595084	0.457249906	0.50374039	0.466005676	0.596007422	0.523512195	0.568878797	0.436420853	0.438126054	0.556545249	0.533877938
FAP	2191	0.702299662	0.675216891	0.626891492	0.636913131	0.642110387	0.694048188	0.653458429	0.701403425	0.667566271	0.694179799	0.597695571	0.584514486	0.679609905	0.687272808	0.690942309	0.637407084	0.783757433	0.728152436	0.783769202	0.78139247	0.732890139	0.666227836	0.789699273	0.784771973
EML2	24139	0.114178203	0.258625948	0.144989913	0.082407219	0.104017067	0.088284837	0.129337909	0.109805129	0.154816247	0.130300087	0.135977656	0.163245743	0.161769703	0.066599409	0.114050541	0.111829783	0.106244269	0.133465108	0.128099022	0.096789342	0.131403264	0.140350176	0.112735309	0.143919002
THNSL1	79896	0.028216399	0.033066934	0.032889934	0.035401924	0.0261416	0.030320245	0.039320377	0.029224885	0.030042271	0.027092791	0.038839438	0.035232564	0.033818013	0.029345645	0.026558177	0.035291779	0.026499401	0.035640441	0.027268652	0.035271136	0.035882805	0.027561933	0.027953466	0.031357503
FAM120AOS	158293	0.019214027	0.019969906	0.018200588	0.022979341	0.025756891	0.025243538	0.016732649	0.016935558	0.021178912	0.017236168	0.02090961	0.016797344	0.015813978	0.018025202	0.023938617	0.01784306	0.025382734	0.018627526	0.017145005	0.019091864	0.019694275	0.018012592	0.018904658	0.020684265
NTS	4922	0.53776888	0.421142134	0.489083799	0.536334234	0.47084667	0.479072069	0.527959694	0.413803927	0.425550137	0.508325037	0.525863033	0.553696515	0.550726506	0.512435839	0.501000505	0.481263035	0.557793784	0.493459861	0.497522866	0.525432196	0.47573903	0.526880165	0.608832656	0.432255136
LDB2	9079	0.065850015	0.090247253	0.086909367	0.109620668	0.133705612	0.089602227	0.068896883	0.061318518	0.080230292	0.090209094	0.07724192	0.079526169	0.054765361	0.167531447	0.081684618	0.127325188	0.114452224	0.067888097	0.070633515	0.081262307	0.097886595	0.074674693	0.067801476	0.063601242
DACT3	147906	0.575702459	0.638936296	0.583338502	0.609305853	0.618353003	0.603993736	0.601830594	0.526579217	0.5852736	0.53967016	0.542717122	0.610675369	0.566053917	0.522653174	0.475169759	0.518721678	0.622396086	0.622600531	0.632327404	0.607801159	0.657613148	0.673921951	0.639978142	0.580832209
DDOST	1650	0.294014862	0.356356885	0.315341926	0.321153497	0.346482844	0.33986929	0.258687496	0.329743731	0.400614713	0.246843866	0.19036691	0.310513187	0.295474325	0.262092051	0.271985084	0.320112422	0.318221389	0.362181579	0.378527054	0.273497423	0.337738207	0.305567736	0.221993302	0.389097424
PCBP4	57060	0.028149311	0.054892314	0.028745952	0.042443767	0.040164053	0.033051102	0.033826425	0.021344238	0.024461194	0.036818179	0.027846988	0.027400818	0.017625992	0.033085841	0.026472091	0.028718505	0.032795309	0.020108311	0.024436174	0.034234044	0.041433663	0.025142224	0.020087418	0.02670304
CD101	9398	0.80359452	0.820152751	0.80161968	0.816369212	0.878114216	0.866822796	0.695763122	0.827413748	0.857338153	0.826815039	0.796059393	0.804506475	0.812979523	0.893791995	0.829252327	0.888780287	0.807022236	0.838765498	0.846741994	0.823031327	0.823621969	0.855866538	0.752078716	0.831057745
HEATR4	399671	0.949853576	0.917892975	0.917953493	0.944912537	0.927459976	0.918932564	0.93481419	0.915089836	0.909459894	0.948564298	0.93870327	0.908007124	0.934761453	0.907826666	0.930484009	0.913853229	0.932944941	0.929285354	0.939728154	0.942054486	0.938067861	0.941892883	0.954701184	0.922757981
CCDC65	85478	0.024790037	0.049678487	0.03786526	0.034352522	0.043870382	0.02556036	0.036396726	0.034292819	0.026988638	0.032008509	0.042231679	0.030358856	0.02494581	0.032486134	0.032879365	0.029181636	0.030740199	0.032008373	0.024174922	0.031535292	0.035339254	0.033257856	0.037653821	0.030376114
HBE1	3046	0.786858447	0.665288859	0.754569801	0.744505809	0.781390357	0.716562741	0.780217944	0.796058396	0.656999161	0.753953963	0.71108409	0.771910337	0.779862798	0.806063305	0.78482877	0.799753592	0.784564258	0.779520817	0.767850576	0.67871413	0.731046864	0.768184911	0.818658394	0.70954772
DISP2	85455	0.113577288	0.109004661	0.108702141	0.14286745	0.144536703	0.177128939	0.170554303	0.135603504	0.152893577	0.165772405	0.079356239	0.096839015	0.15030033	0.184002295	0.150714	0.163328782	0.152586711	0.130752	0.092370854	0.130285984	0.154019732	0.139522326	0.199762969	0.136424264
PPP1R8	5511	0.01965102	0.024765172	0.023102518	0.016773001	0.020538558	0.021382945	0.016178063	0.017982148	0.018569952	0.021019265	0.023095939	0.019725282	0.02050872	0.018636286	0.019081514	0.018469057	0.02786902	0.023201707	0.020865564	0.021760294	0.025534544	0.01968559	0.018353603	0.027487917
PKP1	5317	0.40857128	0.385910636	0.424102007	0.516873119	0.420594697	0.524106804	0.402182631	0.410750837	0.366120418	0.389719784	0.359328605	0.359636926	0.372005123	0.38153642	0.417338046	0.336051015	0.455786025	0.409356638	0.354461183	0.344770949	0.441150401	0.417722752	0.31407246	0.388729176
LIMCH1	22998	0.580279535	0.59391217	0.606864967	0.528469911	0.641631079	0.57142397	0.597873981	0.594397107	0.553089269	0.525196635	0.514469268	0.6254533	0.54436586	0.584729824	0.542865096	0.556996432	0.557745754	0.517774534	0.621444387	0.530159577	0.556398787	0.53381391	0.426912843	0.602129883
POM121L1P	25812	0.951929629	0.962033089	0.97287045	0.947974618	0.930352715	0.951833092	0.971835927	0.949678833	0.971245058	0.961531675	0.959311004	0.97841828	0.936240146	0.955256094	0.910554215	0.940879742	0.942701024	0.97189092	0.954370357	0.948506134	0.952437461	0.955514518	0.961209336	0.966083815
TTLL1	25809	0.027164848	0.030238535	0.036121958	0.032311953	0.035341	0.030399601	0.03154446	0.026311918	0.026102027	0.034099476	0.035603958	0.032562679	0.030231232	0.028263878	0.031665372	0.030726913	0.028294428	0.026792852	0.028411513	0.033496732	0.035029861	0.023911531	0.028049266	0.028947469
SELP	6403	0.467478308	0.604810176	0.5963435	0.618693483	0.559794085	0.562686189	0.646296241	0.527036756	0.393476691	0.585944336	0.611507662	0.588669163	0.552404533	0.647701746	0.590168221	0.603607609	0.612451622	0.50784701	0.536957815	0.57451614	0.629999042	0.584492912	0.73976913	0.459264493
KRT39	390792	0.937148984	0.936956132	0.946730946	0.939309511	0.930004686	0.941131683	0.942925366	0.95032743	0.932698821	0.93644903	0.943393458	0.941422814	0.942254133	0.93643081	0.939175931	0.88676631	0.931743495	0.935908976	0.946673378	0.956190087	0.949655696	0.948916686	0.945846023	0.946392155
CSF3R	1441	0.266458008	0.275255775	0.263061632	0.24626601	0.30628041	0.318005495	0.267837368	0.216101392	0.187794407	0.228609532	0.295259118	0.176367462	0.211727394	0.224965108	0.188437124	0.160129659	0.191054408	0.215590756	0.171716492	0.189409102	0.213715445	0.237191524	0.143346349	0.231981608
CNTD2	79935	0.167981299	0.286794962	0.198667655	0.240430784	0.145750406	0.199904295	0.214263783	0.239471287	0.185953544	0.20211904	0.188687325	0.174368884	0.191992174	0.162419688	0.187896997	0.120680616	0.213684963	0.172955759	0.191321997	0.205466455	0.243882815	0.262188779	0.246458603	0.20410075
VWA5A	4013	0.085176855	0.074474165	0.066816317	0.070598305	0.076666094	0.063907699	0.075584713	0.059984235	0.092216221	0.059918643	0.072591645	0.073840995	0.06668518	0.060780977	0.058983051	0.059249487	0.065507027	0.084134406	0.068369213	0.058172822	0.069774062	0.065407387	0.067357	0.091583075
DDX28	55794	0.017057604	0.03023128	0.018029102	0.033597847	0.035792964	0.033264531	0.024836468	0.011343817	0.012374412	0.014253942	0.013996003	0.014317161	0.017219935	0.029066874	0.014991369	0.016301651	0.017480199	0.016054025	0.01138819	0.019202309	0.026410431	0.019811182	0.011679975	0.021721583
