Hugo_Symbol	Entrez_Gene_Id	TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-35-3615-01	TCGA-35-4122-01	TCGA-35-4123-01	TCGA-44-2655-01	TCGA-44-2656-01	TCGA-44-2657-01	TCGA-44-2659-01	TCGA-44-2661-01	TCGA-44-2662-01	TCGA-44-2665-01	TCGA-44-2666-01	TCGA-44-2668-01	TCGA-44-3398-01	TCGA-44-3918-01	TCGA-44-3919-01	TCGA-44-4112-01	TCGA-55-1592-01	TCGA-55-1594-01	TCGA-55-1595-01	TCGA-55-1596-01	TCGA-64-1676-01	TCGA-64-1677-01	TCGA-64-1678-01	TCGA-64-1680-01	TCGA-67-3770-01	TCGA-67-3771-01	TCGA-67-3772-01	TCGA-67-3773-01	TCGA-67-3774-01
SEMA6D	80031	-0.7844	-0.6624	-0.3742	-0.8308	1.3702	0.6851	-0.0716	-0.2475	1.0901	-0.7002	-0.0952	-0.9056	0.5319	2.4364	-1.8987	-0.8008	-0.3022	0.9976	0.5397	2.2697	1.0752	0.5479	-1.2588	-0.6223	-1.7605	-1.3700	-0.1645	-0.9781	-1.6417	-0.2856	-0.0573	0.5280
PCMTD1	115294	0.4538	0.2712	-1.6620	-0.6233	-0.2468	-2.7326	1.6204	0.3702	-1.4853	-0.5993	-0.7641	-0.2619	-0.8019	-1.3710	-0.4752	0.1409	-0.5219	-2.1277	1.4812	2.2445	0.1832	0.9211	1.3142	-0.5666	-0.9658	-3.1575	0.2521	1.2294	-0.1287	1.5085	-0.8877	0.3751
ITPRIP	85450	-3.1482	1.3908	0.2984	-0.1494	-0.7012	0.4508	-0.0749	0.3594	0.4329	-0.3793	-0.5412	1.6515	1.0013	0.0358	2.3424	-0.5657	-0.1534	0.0460	-0.8304	-0.7204	-2.0225	-0.4352	-1.0738	0.4207	-0.2014	-1.3872	-0.5462	-0.6495	-1.0049	0.9433	0.9245	0.7691
MYCN	4613	-0.2827	-0.7432	0.8975	0.9974	0.2208	1.5765	0.6743	-0.7423	1.7860	-0.7947	0.6536	-1.4655	0.1700	-0.6684	-0.8370	1.7613	0.5764	0.9767	0.0667	0.8679	0.2407	-0.4096	4.6733	2.0959	1.8934	1.3591	-1.0482	0.0233	-0.4618	0.2034	-1.0254	0.1245
KCNJ3	3760	2.7917	-1.1266	1.1129	-0.3459	0.3800	0.3388	0.1279	-0.8250	0.5706	-0.9248	-1.5645	-0.2794	0.3714	1.3738	-3.1166	0.2559	-0.6813	0.3032	-0.3745	-0.0439	-0.6119	-0.3689	0.3776	-1.1824	-0.9309	-0.4382	-2.0586	-0.8840	-1.1627	-0.7876	-0.1310	-0.8207
MAPK13	5603	-0.8271	1.5145	0.7063	1.1141	1.1183	0.3689	0.1718	0.3509	-0.9386	0.5616	0.4167	1.7537	-1.6220	-0.2542	0.4258	0.6308	1.3782	-0.9397	0.2852	1.5836	1.2234	-0.4365	0.5732	-1.7614	0.9334	-1.9539	2.5851	0.5280	0.6832	0.9514	2.0447	-0.9033
ERO1LB	56605	0.1354	-2.0786	-0.2370	0.4070	0.4330	-1.0811	0.7176	-1.3211	-0.3738	-1.0308	-0.0893	-1.0676	0.0014	-1.0717	0.1521	-1.0553	-1.6118	-0.2676	-1.1466	-1.1380	1.1106	-0.2094	1.2451	-0.1302	0.2311	2.1604	0.3008	0.0923	1.3355	0.4846	-1.1697	-0.4467
NTF3	4908	-0.1640	-0.8142	-0.5163	-0.4238	1.1331	0.7908	-0.6997	-1.3469	0.4234	-1.8517	-0.4140	0.0945	1.2629	-0.9055	0.0075	-0.2947	0.0140	1.7292	-0.2034	-1.4314	-1.5275	-0.2525	-1.4922	-0.4753	-1.6626	1.1601	0.3438	0.3276	-0.6827	0.7174	0.3612	-0.6967
NKX6-2	84504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTF2B	2959	-0.6099	-0.8766	1.6571	-1.1434	-0.2710	1.2838	0.0053	0.9418	-1.1153	-0.5226	-1.4550	1.0195	-1.2828	-0.0059	-1.1554	0.7047	1.8982	1.3872	-1.7762	1.0155	0.9169	-0.4296	1.1821	2.8828	-0.3015	0.8769	-0.1477	-0.1429	0.1295	-0.7789	1.8446	-1.2659
GSPT1	2935	0.2008	-0.0537	-0.9286	-1.0244	-0.1999	0.8242	-0.4184	-0.0050	-0.6112	0.2283	0.9642	1.3247	1.2825	0.3294	1.5673	-2.2640	-0.5674	-1.2861	-0.1029	0.4923	0.6794	0.3675	0.5464	-1.3802	-1.2096	-0.6125	0.4724	0.3457	-0.5246	0.5464	-0.6553	1.2410
GUSB	2990	1.7709	-0.8383	-2.2707	-0.4613	-0.0723	-0.5445	1.0620	0.5217	0.5289	1.0547	-0.7199	1.1528	-0.8900	-0.3386	-0.9514	-0.7595	-0.2497	-0.7083	1.4152	1.5109	2.3591	0.2041	1.5356	2.1556	0.5192	-0.1424	-0.4894	1.3867	-1.3046	1.8516	-1.2476	-1.3322
LIG1	3978	0.2864	0.0611	-2.1458	-0.7595	-0.4011	0.3233	-1.8549	-0.1083	-0.1506	-1.7544	-0.5779	1.1022	-1.3771	1.2610	0.1796	-1.6738	-0.7512	-1.1377	0.5632	0.4549	1.8101	1.6892	0.6632	-2.2711	1.0570	-1.5048	0.0670	-1.0484	0.9050	-1.9559	0.2107	0.7045
EXTL3	2137	-1.3706	-0.8508	0.0895	-0.3933	-0.6568	1.8501	1.6673	0.3435	-1.9975	1.2188	-1.2613	-0.1040	1.0304	0.3581	1.4100	-0.4667	-0.3008	0.7780	-0.8570	1.2810	-0.1544	-2.2117	-0.0473	1.9797	-0.0081	-3.3510	-1.4771	-4.5269	0.7158	-0.0832	-0.7067	-0.5895
NID2	22795	-0.2950	1.1481	-0.2919	-1.0813	1.1977	0.8947	-0.8148	0.0062	-0.6947	0.6743	-0.7053	1.0264	1.6852	-1.1721	1.5200	0.5482	0.8669	1.9807	0.0443	-0.9360	-0.8138	1.1432	-0.3312	0.3159	-0.4395	-0.3894	-2.8235	-1.8743	-0.4779	0.1094	-0.9337	-1.1315
TTC29	83894	1.2299	1.0085	-0.3783	-0.5640	2.2017	-0.7912	-0.3364	0.8556	0.3840	-0.6290	1.3521	1.1157	-0.4472	-0.6503	-0.7636	0.3747	-1.4499	-0.1481	0.9210	-1.5703	-0.6874	-1.4126	0.6234	-1.4227	-0.9730	-1.2962	2.2754	0.0669	-1.0850	1.0018	-0.2075	1.2442
TMEM97	27346	-0.2474	0.4171	0.4962	-0.2059	-1.6787	-0.7802	-0.6910	-0.9790	-1.1508	0.5405	1.0807	0.3759	-1.3335	1.0830	-1.8762	0.3835	-1.1335	-0.8674	1.5972	0.9880	1.0598	0.0533	1.8773	-1.3329	1.3414	0.7266	0.2271	0.2842	0.5976	1.1679	-0.0573	0.0197
EXTL2	2135	-2.9007	-0.7897	-0.2459	1.1247	-0.2376	-0.0477	0.4602	-0.7015	0.2432	0.2235	-0.7205	0.9124	1.1781	0.0070	-0.6846	-0.7128	0.6544	0.7192	0.4393	1.2716	1.1240	0.4423	0.7087	-0.3542	0.3266	0.7488	-0.7421	-0.0047	0.2595	0.4313	0.4081	-0.1522
SUZ12	23512	1.2020	1.5656	-1.4226	-0.7029	-0.6873	-0.2861	-0.4281	-1.4714	-0.0644	1.2751	1.1080	1.4168	-1.2450	-0.5845	0.1864	-0.2858	-0.1452	-1.7470	2.5577	1.3727	1.5662	2.4278	1.4878	-0.1211	0.5100	-0.3382	-1.2000	-1.0858	1.1409	-0.0765	-0.4083	0.4270
IL36B	27177	NaN	0.1824	0.3748	-0.7792	-0.7157	-0.3955	-0.4198	0.9741	0.1245	-0.5393	-0.7428	2.8274	0.8005	-1.0163	-0.6308	-0.3152	-0.1453	0.0779	-0.0286	0.6380	-0.0342	0.5661	1.3438	-0.0370	-0.8903	-0.0809	1.1216	0.1778	-0.0155	-0.3385	-0.7045	0.5736
KRT18	3875	-0.0340	2.8475	-0.7283	-0.0642	-0.3734	0.0648	0.6361	0.1382	-0.9703	0.3400	0.1749	0.8380	-1.0812	-0.2038	1.3290	-1.1645	-0.1682	-0.7712	0.5509	0.3598	0.7441	1.7398	-0.3880	-1.5714	0.4417	-1.0582	-0.3561	-0.6330	1.3425	-0.4832	-1.1315	0.7477
MRPS16	51021	0.1024	1.2709	1.5545	0.7984	-1.1248	-1.2771	-0.2306	0.6661	-0.7350	-0.9215	-1.1484	-1.6900	-0.4199	-0.2528	0.1560	0.9601	1.2844	-1.0692	-2.4804	-2.0250	1.2770	0.3576	3.6236	-0.2566	0.9463	1.2313	-0.1876	0.5842	-0.0155	-0.3298	-0.1687	0.1214
PI4K2B	55300	-1.9113	0.9717	0.5067	0.7969	-1.3310	-0.0410	0.3894	-0.3242	-0.2119	-1.1275	-0.2515	0.4881	-1.0086	0.6112	0.6077	0.4119	-0.5110	-1.0280	-0.3141	-0.0313	1.1706	0.3622	1.5027	-0.1797	-0.2329	1.2113	1.2894	0.3284	-0.5856	1.4172	-1.5132	1.5170
LACRT	90070	-1.1501	1.1175	-0.1752	0.8308	-0.0986	0.2450	0.6610	0.7604	-1.6966	0.0214	0.9984	-0.6482	-0.5385	0.3609	0.4810	-2.0381	0.3143	-0.1359	0.3361	-0.1576	0.3236	-0.2332	1.2572	0.8328	-0.4785	0.6538	0.1218	0.3412	1.7457	1.7591	-1.1843	0.7118
OR51F2	119694	2.5049	0.6755	0.1530	-0.1907	0.0626	-0.1588	0.1509	-0.1588	-0.3461	-0.0970	0.1520	-0.1971	-0.7973	-1.4305	0.0711	0.1222	0.4159	-1.1782	-1.2964	-0.7600	-0.2907	-0.8452	0.2669	0.0764	-1.2612	1.1693	1.8834	-0.4110	-2.5468	0.4393	-1.3836	-0.4440
KDM4C	23081	-0.7775	-2.2259	-2.6276	-0.7259	1.0252	-0.8843	-1.7909	-0.1721	0.4822	2.1425	2.5267	3.6156	0.3698	0.8361	-0.5110	-1.0207	-1.1889	-1.0103	1.6055	1.2793	-3.4811	1.5110	-3.6242	1.7528	-0.1908	-0.9736	-2.0162	-2.4430	1.4037	-3.4295	0.0514	-0.3160
KGFLP1	387628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDK5RAP3	80279	1.3161	-0.2365	-4.3484	-0.0605	-0.0555	0.1909	0.2015	0.1187	0.2193	0.2170	0.8616	0.7963	-0.4697	1.0916	-1.7073	0.1699	-2.5544	-2.8319	1.4153	0.5233	1.7582	3.9841	3.9686	0.1941	0.5146	-1.6720	-1.2944	-1.6359	-0.2397	-1.9112	0.1791	-0.2123
YTHDF2	51441	-1.0308	-1.4346	-0.1818	1.1107	-1.2878	0.6401	2.3859	0.8350	0.4854	1.3454	1.5998	-0.2508	-1.0693	-0.6805	-0.6883	0.1235	0.6249	-0.5001	-0.3819	0.9152	-0.7881	-1.4167	0.2765	1.3589	1.1124	0.7941	-0.3527	2.2979	0.3375	2.8576	-0.8256	-0.6592
GGCX	2677	3.3441	-0.1502	-1.3638	1.4291	-0.2175	-0.7873	0.4042	0.9959	0.9304	0.9360	0.1139	-0.9658	-2.8575	1.6952	-2.0568	-0.8040	-0.3361	-0.2133	0.0071	0.4324	1.1345	1.3631	0.7090	0.5242	-0.6887	-0.9853	-0.4184	2.7107	-0.5901	-1.1415	-0.8728	0.7603
ARPC4	10093	-1.0881	-0.1545	1.2046	0.7206	0.9028	0.4471	-0.9269	-0.6375	-0.7483	-2.0453	-0.9834	0.0411	-0.1755	-1.1246	0.8592	1.0219	1.3186	0.9911	-0.1930	-1.3632	-0.7868	-0.4399	-1.4725	-0.6380	-0.7083	-0.9423	0.3151	0.6241	-0.5897	-0.5795	0.8659	-0.1139
EGLN2	112398	-0.1259	1.1109	0.5998	1.7059	-0.4326	0.4818	0.2062	-0.0922	0.0532	0.3191	0.6668	-0.2274	-1.8236	1.0861	-0.8056	0.7498	-1.7967	-1.2868	0.1084	1.9360	2.4046	-0.2325	-0.9143	-0.1069	-1.1696	-1.3424	-0.0100	-0.2851	0.6263	-0.6020	0.9242	-0.1002
KBTBD4	55709	-0.3587	-0.8446	-1.6627	-0.0244	-0.6057	-0.6436	-0.3032	-0.4583	-0.7613	-0.0759	0.9178	-0.6702	-0.0866	1.3608	-0.3322	-1.5136	-1.0364	-0.6824	0.0559	1.3545	1.8086	-0.1180	-1.3396	-0.7596	-0.4088	0.2145	2.0446	1.0100	0.0509	1.1339	0.6629	1.5283
ROBO3	64221	-0.8286	-0.5043	0.2763	-0.4884	-0.7156	-0.1111	-0.6966	-0.8201	1.4974	-0.1570	-1.4159	-0.9753	2.2698	1.0391	-0.7539	0.3528	1.5157	0.6009	-0.5627	1.1947	-0.3317	-0.6384	4.5148	0.8144	-0.9033	-0.7532	-1.0807	0.7821	3.0508	-0.0099	-1.0740	-0.6837
DEFB118	117285	NaN	4.0014	-1.1164	0.4964	1.3182	-0.2479	1.0082	-0.7703	-0.8340	0.4348	-1.1164	-2.9958	-1.3436	0.9073	-1.3213	-0.2606	0.7778	1.3788	-1.9191	-4.7806	-1.1079	0.5867	-0.6025	0.5888	-0.0207	1.9404	0.4805	1.0634	-1.7546	-0.9933	-0.4889	-0.5356
CAMSAP3	57662	-1.9174	-0.5879	-0.7397	0.4106	0.7604	0.5419	-0.6127	0.5929	-1.0398	1.3689	-0.1032	-0.1002	-0.3567	1.1050	0.4350	-0.7820	-1.2334	-1.0577	0.2239	1.5199	-0.5975	0.6475	-0.0566	-0.2808	0.1938	-0.9490	1.5312	-0.6001	0.5506	-0.5141	0.7146	0.1995
RTCA	8634	0.6985	0.3388	1.0505	0.5108	-0.3039	-0.0085	-0.1602	0.9293	-0.2553	0.9453	-0.2368	3.2074	-0.1871	-0.3489	1.5455	0.3286	1.7938	1.0091	0.2172	0.0554	1.4044	-1.2319	1.5020	1.8058	0.4756	-0.8062	-2.5947	-1.7585	1.2026	-1.2639	-0.6785	-2.1763
MZF1	7593	-0.2648	-1.3880	-2.2952	0.7740	1.0019	0.8446	-1.1211	0.0172	0.3199	-0.1300	-1.2734	-0.8459	-0.5185	0.0025	-1.9861	-1.3316	-0.8473	-0.8955	-0.6483	0.1603	-0.2901	0.4158	-1.2885	-1.5132	0.1108	-0.9491	-0.3212	-0.2832	2.1577	-0.9303	1.5770	0.8978
DYNAP	284254	NaN	0.9203	-0.8787	0.7299	0.4669	0.9316	0.5581	0.4283	0.8574	0.6273	0.6386	0.2968	0.9793	-0.1084	0.1568	-1.6530	0.2458	0.8772	-1.2993	-0.7778	-0.1566	0.0588	0.2929	1.7365	0.3921	-0.2541	-1.2018	1.7161	1.0716	0.2402	0.8676	0.5910
CNIH4	29097	1.1852	0.8198	1.4458	0.6669	0.6144	-1.4362	0.3900	0.6115	-1.5074	-3.3976	0.3867	0.6585	-0.6055	0.1254	-0.1013	1.8626	-0.7089	-0.7223	-1.5605	0.2714	-0.4844	-0.7939	2.0423	0.7926	-0.4320	-0.7971	1.1288	1.3941	2.1474	0.0744	-0.4400	-2.1653
ZFP2	80108	-1.2367	-0.9027	-1.7291	-0.8930	0.1538	-0.0223	1.0222	-1.0090	-0.3907	1.3508	0.7248	-1.3271	1.6441	0.8048	0.6099	-0.8198	-0.7207	0.6719	-0.4008	0.4021	-2.6123	1.0126	-0.9578	-0.7281	-0.9196	-1.3462	1.5181	0.9431	-1.2328	0.2160	0.6327	-1.0970
HTATSF1	27336	2.1800	0.3812	-1.6624	-0.5010	-0.9181	-0.8724	0.1310	0.5224	0.7003	1.5327	1.0615	0.9152	0.1691	0.4545	0.5013	-1.4075	-0.7860	-1.5716	1.4797	2.9482	1.6391	0.3372	0.4534	0.6650	0.1608	-1.4609	-0.4444	-0.3362	-0.0879	1.3730	0.7435	0.7467
WFDC2	10406	0.6709	0.2060	1.2245	0.3888	-0.5489	1.1358	0.6544	-0.6545	2.0126	-1.0026	0.2234	-1.0408	-0.4650	-0.8880	-1.9737	1.0134	-6.6404	2.3270	1.3548	0.1305	0.1066	-0.8875	-2.3586	0.7672	0.2434	0.0294	0.1075	0.9724	-0.9518	0.1939	0.4051	-1.0071
NDUFA7	4701	0.8961	-0.4121	1.0013	1.4530	1.0393	1.7012	-0.7889	-0.8057	-0.7386	-1.2575	0.0150	-1.2116	-0.8236	-0.1247	-2.1084	0.7765	-0.7711	0.6211	-0.2354	-0.8650	-3.4323	-1.1043	-0.0487	0.0508	0.2677	1.3647	-0.3573	-0.3573	-2.1162	-0.6134	0.9767	-1.0036
TTC22	55001	-2.3371	-1.2254	0.9408	-1.2671	1.2973	-0.9998	0.6741	1.0721	0.7121	0.2516	0.3910	1.4134	-0.7475	-0.4693	0.1778	0.6680	-0.6453	-0.8610	1.5476	0.0096	0.2761	-0.1672	1.6268	-0.2917	-0.2444	-0.3743	0.1554	-0.4480	1.3693	0.9082	0.2254	-0.1626
STRIP2	57464	-1.2762	-0.2050	0.3650	-0.3428	-0.8722	-0.4990	-0.6081	-0.9649	-0.6234	-1.4625	-1.5073	1.1981	0.2929	2.2170	1.0506	-0.4978	-0.9583	-0.2818	-0.7824	-1.0388	-0.7346	-0.6593	-0.7091	-0.8894	-0.3343	0.1327	-0.4036	-1.0629	-1.1025	-1.0768	-0.6340	-0.7142
DCPS	28960	-2.5516	0.3381	-1.8753	0.8854	-1.6433	-1.5790	0.7262	1.1124	1.1701	0.1764	1.0320	-0.0576	0.1352	1.0225	1.2726	-0.7490	-0.2554	-1.4319	0.1543	1.6898	-0.0782	-1.8496	3.5652	-0.8600	-0.6360	-2.5737	-0.0581	-0.7791	1.3313	-0.0837	0.3170	-0.3433
SH2D1B	117157	-0.3148	0.1230	1.6805	-0.8928	1.7689	-0.1747	-0.7576	1.4389	0.7122	-0.8950	0.3725	-0.3513	-0.1598	-1.6185	0.5322	1.1204	0.1532	-0.1135	0.4485	-0.6231	0.1160	0.0554	-1.5417	0.6499	-0.8090	-0.9539	-0.7591	-0.8373	0.5209	-1.0698	0.2421	0.8601
MRGPRE	116534	-1.2956	-0.7181	0.8329	0.9609	-0.4289	-0.6058	0.6415	0.6705	-0.2820	0.4924	-1.0052	0.1008	-1.0252	-0.6158	0.1464	1.0109	0.5481	-0.3343	-2.0456	-0.6759	-0.1295	-0.6870	0.5625	1.8165	0.6549	1.9000	0.4368	1.0187	0.4568	1.6196	0.5603	-0.4233
SBK1	388228	1.0963	0.0220	-0.2210	0.0771	0.4219	0.2141	-0.3562	0.2511	-0.4029	-0.2877	2.4186	-1.4379	-0.3701	-0.8982	-1.3203	1.2687	-0.5547	0.3316	1.1722	0.7774	1.0583	0.1303	0.2122	-1.4221	-0.8926	-0.9690	-0.0414	-0.7815	-1.2430	0.9218	-1.2087	-0.0400
C2ORF66	401027	NaN	-2.0923	-0.1927	1.9341	0.5541	-0.5597	-1.1084	1.0314	1.3383	-0.2106	1.0639	0.3739	0.2570	-0.2041	1.5948	0.1482	1.7588	-0.3242	-1.0987	1.9195	1.1743	-0.0028	0.1352	-0.8795	-3.0437	0.1839	1.5461	1.6500	0.8366	-0.4038	-0.7496	-0.0255
NUP107	57122	1.6638	0.3491	-0.9747	-1.2204	0.2485	0.2452	-1.0973	0.2972	-1.4474	-0.7065	-0.0460	1.7907	0.1451	0.3421	0.9417	-0.2231	0.3801	-1.1011	0.3727	-0.2997	2.7441	2.3362	1.6055	1.0322	2.1558	2.1054	-0.9817	-0.3661	-0.2049	-1.0732	-0.4373	0.5295
MYOZ3	91977	-0.9359	-2.8299	0.5603	0.9204	-0.5346	0.0600	0.5057	-0.5877	1.6552	-0.1004	-1.0967	-1.8712	0.8341	-0.3222	-0.7615	-1.0288	-0.1360	0.8782	-2.2682	-0.2904	-0.4732	-0.0433	0.3074	0.1098	-1.6638	1.2224	0.1994	1.6223	-0.6495	1.2759	-0.9204	0.1116
PDE4B	5142	-1.0042	-0.5676	0.2229	-0.5919	0.1336	0.4767	0.4314	0.1048	0.4465	-1.5371	-1.4260	0.2644	1.9425	0.1249	2.4006	-0.3099	0.1853	2.1051	-0.8040	-1.8346	-1.0440	-0.9435	-1.3182	-0.2199	0.0975	-1.6426	-1.4007	1.1376	-0.1423	0.4396	-0.3004	0.0774
PCED1A	64773	-0.2889	0.0615	-0.6587	1.8588	-0.0564	0.2778	0.0301	-0.3884	0.7255	-0.1462	-1.4460	-0.5852	0.0074	0.1577	-0.5787	1.6122	0.0593	0.0517	-1.9045	-0.3765	0.1328	-0.1981	-0.4868	-0.1007	-0.5701	-0.3851	-0.1040	1.4392	0.1556	0.5113	0.0777	-0.0499
IDH3G	3421	0.9947	0.6649	1.1219	-0.1990	2.1143	-0.1630	0.1097	1.6241	-0.2901	2.2386	-0.5783	-0.6920	-1.1815	0.6832	-0.0966	-1.6011	1.5344	0.8443	-0.4137	1.5838	0.1379	1.7484	4.0193	2.1355	0.0899	0.4819	0.6818	-0.3184	-1.1914	2.0656	-0.3904	-0.6285
FBXL7	23194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARFGAP3	26286	-2.0087	-0.7556	-1.1133	-1.3715	-0.6745	-1.8301	-0.4638	-0.4801	0.5275	-1.3995	0.8301	-0.1628	0.4785	0.7341	1.0096	-1.5949	-1.1505	1.4056	0.7382	2.0443	0.4285	-0.0250	1.7193	-0.0704	-0.0347	-0.0817	-0.6562	-0.1332	0.9494	1.1295	-1.8852	0.8056
MAPRE2	10982	0.2800	-0.4273	-0.6409	-1.7188	0.0806	-0.5521	-0.0243	0.2641	0.7642	1.0416	0.1722	1.0044	1.6954	1.2702	1.1652	-1.3268	-1.5911	0.3877	1.2438	0.0208	0.3696	3.4749	0.6538	-1.1417	-0.2663	0.3191	-1.1337	-0.3810	1.0026	0.4410	0.0936	0.7563
IL1RN	3557	1.3511	-0.4514	0.7626	-1.1405	-0.0554	-0.1274	0.3747	-0.8109	-1.1365	-1.1699	0.3462	1.4306	0.0161	0.1147	2.6279	1.5593	-0.1344	0.7445	0.6574	-0.3104	-1.0627	-1.7777	0.5950	0.0497	-0.2615	-1.6212	-0.9406	-0.3412	-0.3677	0.6632	-1.2637	-1.4968
KIF13A	63971	0.6248	-0.3733	-1.2163	1.0089	-1.0262	-0.5437	0.9985	0.0409	-0.6992	1.0404	1.0238	1.0197	-0.4093	-0.0003	1.1700	-0.3702	-1.3095	-1.6915	0.0430	0.1507	-0.0523	0.2695	-0.1472	0.9075	1.0415	-2.5362	0.0087	-0.1943	0.1337	0.1853	0.8139	0.2376
RAC3	5881	-2.9431	-0.6517	1.3592	0.7471	0.5446	0.3945	-0.2991	-0.3328	1.3325	0.7785	-1.0334	-0.4364	-0.2025	-0.2176	-0.2095	0.6924	2.4217	-0.5632	-1.8934	0.2455	0.1175	-1.4838	-0.0151	1.3220	-0.1047	-0.4364	-1.1521	1.1335	2.0645	0.3770	-0.7471	0.3770
TCTE1	202500	-3.3010	-1.4407	-0.1904	1.0002	0.0612	0.1158	-0.2260	-0.5157	-0.0023	-0.7520	-0.6872	-1.1154	-0.6326	-1.5932	-1.7749	1.6330	0.3090	0.4576	-1.1485	-0.6987	0.2010	0.4322	-0.2298	1.5428	-0.0722	1.4157	2.0866	0.5631	0.7842	0.6991	0.1463	-0.2933
TMEM14B	81853	0.5212	-0.2945	1.9358	0.9964	0.7844	-0.0360	0.9458	-0.0401	-0.0750	0.1410	-0.1629	-0.0279	-1.6779	-1.4194	-0.6360	1.9426	1.2392	0.4323	0.2587	0.0128	3.0811	-0.4254	1.3569	-0.6814	-0.1286	1.1500	0.5714	1.2809	-1.8451	0.0756	0.8478	-0.2938
ADIPOR1	51094	1.7349	0.2023	-1.6762	1.2647	0.5516	1.3550	2.9090	1.5373	0.2956	0.3702	1.2189	1.5212	2.0336	1.0105	2.2879	-1.6954	-2.0543	-0.4227	0.6646	1.4387	0.3654	1.2189	0.0828	0.4478	-0.2478	-1.3691	1.1631	1.1304	1.4946	1.1212	-0.8375	2.6015
GRINA	2907	-1.0232	-0.3436	0.4682	1.8274	1.4971	-0.2685	-0.4867	1.8615	-0.6849	-0.4937	-0.5828	0.5042	-0.0503	1.2139	2.2258	-1.0512	-0.4266	-0.7449	-0.6809	0.4942	0.5232	-0.7780	-0.2004	0.3511	-0.8060	-2.8809	-0.5648	0.5733	0.3671	-0.9561	-1.1403	1.1048
CLIP4	79745	0.6990	-0.1966	1.8570	0.2833	-0.2912	-1.7021	1.4457	0.0460	-0.7657	-0.8850	-1.5972	1.2408	-0.3944	0.2788	-1.7057	1.5040	-0.7334	0.7900	0.2200	0.5689	-0.7922	-1.1738	-0.4262	0.8676	-1.2133	1.7502	0.5084	1.5125	-0.4347	0.1492	-0.2800	0.5039
LRIT2	340745	NaN	0.5556	-0.1272	0.5077	-0.3677	0.1813	0.9670	0.6701	-0.1001	-0.1404	-1.1936	-0.5734	0.1056	1.0444	-0.1883	NaN	0.0329	0.4659	-2.5253	-1.3073	0.3159	-1.0297	0.8070	-0.5626	-0.4551	2.3784	-0.7714	1.7156	0.3345	-0.1574	-0.0777	-0.5518
TFPI	7035	-0.4537	0.2467	0.4160	-1.5013	-0.7503	-0.7994	-0.2997	-0.7612	-0.2662	0.0057	1.1103	1.4895	-0.5773	1.7302	0.6537	-0.6405	-0.7090	0.9152	1.1464	-0.5529	-0.8149	-0.6876	-0.4989	0.7062	-0.6153	-1.2753	1.6455	-0.5952	-1.5522	0.3524	1.1601	-0.2182
FABP6	2172	0.3164	0.2292	0.4879	-1.0574	-0.7133	0.1885	1.1662	0.9327	0.4428	-0.4400	0.3362	1.5987	1.4092	-1.6109	0.5693	1.2847	0.9321	0.4721	-0.0807	-2.1245	-0.5712	-0.1230	1.1010	-0.5775	-0.0575	-1.8365	1.1956	1.5198	-1.4154	0.4275	-0.8605	0.4016
SLITRK2	84631	-8.2216	2.1816	0.8115	-0.2405	-1.2501	0.0919	-0.8896	-0.7900	0.0171	-2.0015	-0.7618	-1.6806	0.7223	0.1190	-0.4532	-0.5240	1.5304	0.3972	-0.0890	-0.8083	-1.5886	-0.5136	-2.6020	-0.3005	-0.9353	1.3084	-1.4020	-0.0792	-0.0378	-0.5503	-0.9348	0.4072
HKR1	284459	0.1036	-0.4061	-0.0937	-0.2648	-1.3700	-0.2272	-0.6142	-1.4051	0.0417	0.6457	0.7574	0.2977	1.0940	1.8631	0.0447	-1.0126	-0.8861	-2.1529	-0.2445	0.8296	1.1232	0.9289	0.0792	-2.0516	-0.2326	-2.0501	-0.5564	0.2621	1.9363	-0.7986	-1.2326	-0.1995
SMTN	6525	-0.1570	0.4761	-0.8498	-0.5965	-0.5945	0.2388	0.0087	-0.8179	-0.1426	-0.1611	-1.1725	1.0469	0.9069	-0.0551	1.6126	-0.8014	-1.5117	-0.7618	-1.7515	-0.5528	1.3274	1.3727	0.8369	-1.7726	-0.9043	-1.2214	-1.1339	-0.6789	0.1889	-1.4195	-1.7217	0.1611
TMEM206	55248	-0.3528	-0.5122	0.9340	-0.3498	-0.1103	-0.3093	-0.6955	0.1763	-0.2649	-1.3732	0.3900	0.9429	-0.4099	-1.4102	-0.4181	0.6083	0.3419	-0.3550	-0.4789	0.2759	0.7661	-0.8187	0.5981	0.7893	-0.0959	2.1509	-0.6671	-0.2698	0.4106	-0.3773	-1.4092	-0.8370
